,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates
5567,Feature,pr17040000,2.8,"24 km SW of Stella, Puerto Rico",1486622840700,1486625895392,,https://earthquake.usgs.gov/earthquakes/eventpage/pr17040000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr17040000&format=geojson,,,,,REVIEWED,0,121,pr,17040000,",pr17040000,",",pr,",",origin,",6.0,0.23086703,0.21,223.2,Md,earthquake,"M 2.8 - 24 km SW of Stella, Puerto Rico",Point,"[-67.4079, 18.1623, 24]"
5568,Feature,nm60175271,0.92,"8 km SSE of Ridgely, Tennessee",1486622561750,1486647318080,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60175271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60175271&format=geojson,,,,,reviewed,0,13,nm,60175271,",nm60175271,",",nm,",",origin,phase-data,",9.0,0.0462,0.04,68.0,md,earthquake,"M 0.9 - 8 km SSE of Ridgely, Tennessee",Point,"[-89.4498333, 36.1898333, 7.29]"
5569,Feature,ak0171u9aujq,1.1,"67 km SE of Denali National Park, Alaska",1486622343101,1560871246729,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u9aujq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u9aujq&format=geojson,,,,,reviewed,0,19,ak,0171u9aujq,",ak15276243,ak0171u9aujq,",",ak,ak,",",associate,origin,phase-data,",,,0.4,,ml,earthquake,"M 1.1 - 67 km SE of Denali National Park, Alaska",Point,"[-150.6773, 63.1634, 109.8]"
5570,Feature,ak0171u9a3gw,1.3,"44 km NW of Karluk, Alaska",1486622152169,1560871246229,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u9a3gw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u9a3gw&format=geojson,,,,,reviewed,0,26,ak,0171u9a3gw,",ak15276242,ak0171u9a3gw,",",ak,ak,",",associate,origin,phase-data,",,,0.15,,ml,earthquake,"M 1.3 - 44 km NW of Karluk, Alaska",Point,"[-155.0362, 57.8129, 68.9]"
5571,Feature,ak0171u98yq9,1.2,"21 km NNW of Beluga, Alaska",1486621824172,1560871245768,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u98yq9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u98yq9&format=geojson,,,,,reviewed,0,22,ak,0171u98yq9,",ak15276241,ak0171u98yq9,",",ak,ak,",",associate,origin,phase-data,",,,0.3,,ml,earthquake,"M 1.2 - 21 km NNW of Beluga, Alaska",Point,"[-151.1603, 61.3282, 66.8]"
5572,Feature,nn00577697,-0.5,"45 km ESE of Beatty, Nevada",1486621496300,1530555913849,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577697,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577697&format=geojson,,,,,reviewed,0,0,nn,00577697,",nn00577697,",",nn,",",origin,phase-data,",10.0,0.055,0.0956,177.7,ml,earthquake,"M -0.5 - 45 km ESE of Beatty, Nevada",Point,"[-116.3208, 36.6987, 7.8]"
5573,Feature,ak0171u96sz8,1.4,"93 km SSW of McCarthy, Alaska",1486621216525,1558434932882,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u96sz8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u96sz8&format=geojson,,,,,reviewed,0,30,ak,0171u96sz8,",ak15247192,ak0171u96sz8,",",ak,ak,",",associate,origin,phase-data,",,,0.52,,ml,other event,"M 1.4 Other Event - 93 km SSW of McCarthy, Alaska",Point,"[-143.6098, 60.6613, 0]"
5574,Feature,ak0171u96mfe,0.9,"17 km SSE of Anchorage, Alaska",1486621171625,1560871245374,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u96mfe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u96mfe&format=geojson,,,,,reviewed,0,12,ak,0171u96mfe,",ak15247191,ak0171u96mfe,",",ak,ak,",",associate,origin,phase-data,",,,0.44,,ml,earthquake,"M 0.9 - 17 km SSE of Anchorage, Alaska",Point,"[-149.8135, 61.0687, 44.1]"
5575,Feature,ak0171u96f5t,0.9,"15 km NE of Healy, Alaska",1486621117456,1557849719230,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u96f5t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u96f5t&format=geojson,,,,,reviewed,0,12,ak,0171u96f5t,",ak0171u96f5t,",",ak,",",origin,phase-data,",,,0.48,,ml,earthquake,"M 0.9 - 15 km NE of Healy, Alaska",Point,"[-148.7636, 63.9663, 100.3]"
5576,Feature,ci37580143,0.96,"10km SSW of Valle Vista, CA",1486620883260,1486650408887,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37580143,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37580143&format=geojson,,,,,reviewed,0,14,ci,37580143,",ci37580143,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.02043,0.13,54.0,ml,earthquake,"M 1.0 - 10km SSW of Valle Vista, CA",Point,"[-116.9258333, 33.6666667, 14.89]"
5577,Feature,ak0171u955kh,1.6,"93 km NW of Elfin Cove, Alaska",1486620766574,1560871244943,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u955kh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u955kh&format=geojson,,,,,reviewed,0,39,ak,0171u955kh,",ak15276237,ak0171u955kh,",",ak,ak,",",associate,origin,phase-data,",,,0.59,,ml,earthquake,"M 1.6 - 93 km NW of Elfin Cove, Alaska",Point,"[-137.5064, 58.7775, 11.5]"
5578,Feature,nc72762181,1.71,"4 km SW of Cobb, California",1486620644900,1487045762604,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762181&format=geojson,,,,,reviewed,0,45,nc,72762181,",nc72762181,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,0.0147,0.09,43.0,md,earthquake,"M 1.7 - 4 km SW of Cobb, California",Point,"[-122.752, 38.7918333, 0.92]"
5579,Feature,ak0171u93cmt,0.9,"143 km W of Haines Junction, Canada",1486620245012,1560871244464,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u93cmt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u93cmt&format=geojson,,,,,reviewed,0,12,ak,0171u93cmt,",ak15247188,ak0171u93cmt,",",ak,ak,",",associate,origin,phase-data,",,,0.64,,ml,earthquake,"M 0.9 - 143 km W of Haines Junction, Canada",Point,"[-140.1078, 60.9747, 12.5]"
5580,Feature,nc72762176,2.42,"14 km E of Angwin, California",1486619985360,1486678742622,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762176&format=geojson,,,,,reviewed,0,90,nc,72762176,",nc72762176,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",71.0,0.04912,0.15,59.0,md,earthquake,"M 2.4 - 14 km E of Angwin, California",Point,"[-122.29, 38.5583333, 4.97]"
5581,Feature,nm60175261,0.89,"8 km SSE of Ridgely, Tennessee",1486619829520,1486647592100,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60175261,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60175261&format=geojson,,,,,reviewed,0,12,nm,60175261,",nm60175261,",",nm,",",origin,phase-data,",6.0,0.04543,0.03,97.0,md,earthquake,"M 0.9 - 8 km SSE of Ridgely, Tennessee",Point,"[-89.4511667, 36.1903333, 7.7]"
5582,Feature,ak0171u8qdc0,1.2,"121 km E of Chalkyitsik, Alaska",1486619028800,1560871243948,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u8qdc0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u8qdc0&format=geojson,,,,,reviewed,0,22,ak,0171u8qdc0,",ak15276235,ak0171u8qdc0,",",ak,ak,",",associate,origin,phase-data,",,,0.7,,ml,earthquake,"M 1.2 - 121 km E of Chalkyitsik, Alaska",Point,"[-141.0255, 66.8836, 0.7]"
5583,Feature,nc72762171,1.19,"8 km WSW of Cobb, California",1486619012290,1487083142816,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762171&format=geojson,,,,,reviewed,0,22,nc,72762171,",nc72762171,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",30.0,0.01486,0.07,148.0,md,earthquake,"M 1.2 - 8 km WSW of Cobb, California",Point,"[-122.8153333, 38.7986667, 3.08]"
5584,Feature,ak0171u8ncqk,1.4,"112 km WNW of Koliganek, Alaska",1486618181405,1560871243496,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u8ncqk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u8ncqk&format=geojson,,,,,reviewed,0,30,ak,0171u8ncqk,",ak15276234,ak0171u8ncqk,",",ak,ak,",",associate,origin,phase-data,",,,0.73,,ml,earthquake,"M 1.4 - 112 km WNW of Koliganek, Alaska",Point,"[-158.9584, 60.2853, 3.8]"
5585,Feature,nn00577693,0.7,"29 km SW of Hawthorne, Nevada",1486617661753,1530555916498,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577693,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577693&format=geojson,,,,,reviewed,0,8,nn,00577693,",nn00577693,",",nn,",",origin,phase-data,",9.0,0.012,0.1562,186.36,ml,earthquake,"M 0.7 - 29 km SW of Hawthorne, Nevada",Point,"[-118.8936, 38.3682, 7.2]"
5586,Feature,nc72762166,1.76,"14 km NNW of Moskowite Corner, California",1486617301560,1486700522247,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762166&format=geojson,,,,,reviewed,0,48,nc,72762166,",nc72762166,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.03996,0.1,91.0,md,earthquake,"M 1.8 - 14 km NNW of Moskowite Corner, California",Point,"[-122.2758333, 38.5596667, 5.89]"
5587,Feature,nn00577691,0.9,"27 km WSW of Hawthorne, Nevada",1486616963428,1530555916401,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577691&format=geojson,,,,,reviewed,0,12,nn,00577691,",nn00577691,",",nn,",",origin,phase-data,",7.0,0.057,0.1466,233.28,ml,earthquake,"M 0.9 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.9064, 38.4121, 9.2]"
5588,Feature,us20008imm,4.2,"51 km ESE of Hitachi, Japan",1486616835610,1494293071040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008imm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008imm&format=geojson,7.0,2.7,,,reviewed,0,273,us,20008imm,",us20008imm,",",us,",",dyfi,origin,phase-data,",,1.443,0.83,156.0,mb,earthquake,"M 4.2 - 51 km ESE of Hitachi, Japan",Point,"[141.2021, 36.4614, 41.17]"
5589,Feature,ak0171u8hi6v,0.3,"35 km W of Four Mile Road, Alaska",1486616532716,1560871243031,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u8hi6v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u8hi6v&format=geojson,,,,,reviewed,0,1,ak,0171u8hi6v,",ak15246427,ak0171u8hi6v,",",ak,ak,",",associate,origin,phase-data,",,,0.24,,ml,earthquake,"M 0.3 - 35 km W of Four Mile Road, Alaska",Point,"[-149.8686, 64.6161, 14.1]"
5590,Feature,ak0171u86tzd,1.0,"66 km N of Chase, Alaska",1486615953372,1560871242519,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u86tzd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u86tzd&format=geojson,,,,,reviewed,0,15,ak,0171u86tzd,",ak15276232,ak0171u86tzd,",",ak,ak,",",associate,origin,phase-data,",,,0.62,,ml,earthquake,"M 1.0 - 66 km N of Chase, Alaska",Point,"[-150.1588, 63.0479, 90.4]"
5591,Feature,nn00589271,0.7,"26 km WSW of Hawthorne, Nevada",1486615668865,1530555916316,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589271&format=geojson,,,,,reviewed,0,8,nn,00589271,",nn00589271,",",nn,",",origin,phase-data,",5.0,0.047,0.0805,228.04,ml,earthquake,"M 0.7 - 26 km WSW of Hawthorne, Nevada",Point,"[-118.8911, 38.4036, 5.3]"
5592,Feature,ci37580119,0.48,"6km SSW of Idyllwild, CA",1486615615950,1486652275188,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37580119,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37580119&format=geojson,,,,,reviewed,0,4,ci,37580119,",ci37580119,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.03089,0.11,122.0,ml,earthquake,"M 0.5 - 6km SSW of Idyllwild, CA",Point,"[-116.7346667, 33.6896667, 15.48]"
5593,Feature,ci37580111,0.92,"13km WNW of Anza, CA",1486615574450,1486650474480,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37580111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37580111&format=geojson,,,,,reviewed,0,13,ci,37580111,",ci37580111,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",31.0,0.03804,0.13,46.0,ml,earthquake,"M 0.9 - 13km WNW of Anza, CA",Point,"[-116.8095, 33.597, 8.44]"
5594,Feature,ak0171u849jp,1.2,"70 km ESE of Denali National Park, Alaska",1486615235413,1560871242056,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u849jp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u849jp&format=geojson,,,,,reviewed,0,22,ak,0171u849jp,",ak15276231,ak0171u849jp,",",ak,ak,",",associate,origin,phase-data,",,,0.33,,ml,earthquake,"M 1.2 - 70 km ESE of Denali National Park, Alaska",Point,"[-150.4793, 63.2387, 113]"
5595,Feature,nn00577687,0.5,"27 km WSW of Hawthorne, Nevada",1486615016312,1530555915533,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577687,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577687&format=geojson,,,,,reviewed,0,4,nn,00577687,",nn00577687,",",nn,",",origin,phase-data,",7.0,0.037,0.0853,222.26,ml,earthquake,"M 0.5 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.8946, 38.393, 7]"
5596,Feature,nn00577595,0.6,"28 km SSW of Hawthorne, Nevada",1486614964023,1530555915442,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577595,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577595&format=geojson,,,,,reviewed,0,6,nn,00577595,",nn00577595,",",nn,",",origin,phase-data,",7.0,0.094,0.1352,202.79,ml,earthquake,"M 0.6 - 28 km SSW of Hawthorne, Nevada",Point,"[-118.7973, 38.3023, 8.3]"
5597,Feature,ak0171u83c0j,1.0,"29 km S of Denali National Park, Alaska",1486614960831,1560871241606,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u83c0j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u83c0j&format=geojson,,,,,reviewed,0,15,ak,0171u83c0j,",ak15246419,ak0171u83c0j,",",ak,ak,",",associate,origin,phase-data,",,,0.41,,ml,earthquake,"M 1.0 - 29 km S of Denali National Park, Alaska",Point,"[-151.7606, 63.2759, 2.1]"
5598,Feature,nn00577685,-0.3,"9 km N of Hawthorne, Nevada",1486614690353,1530555913630,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577685,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577685&format=geojson,,,,,reviewed,0,0,nn,00577685,",nn00577685,",",nn,",",origin,phase-data,",4.0,0.071,0.0089,215.69,ml,earthquake,"M -0.3 - 9 km N of Hawthorne, Nevada",Point,"[-118.6101, 38.6091, 9.3]"
5599,Feature,nn00589266,0.5,"27 km WSW of Hawthorne, Nevada",1486614571058,1530555916235,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589266&format=geojson,,,,,reviewed,0,4,nn,00589266,",nn00589266,",",nn,",",origin,phase-data,",5.0,0.045,0.0905,234.94,ml,earthquake,"M 0.5 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.898, 38.401, 6.3]"
5600,Feature,nn00589265,0.5,"27 km WSW of Hawthorne, Nevada",1486614367636,1530555916153,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589265,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589265&format=geojson,,,,,reviewed,0,4,nn,00589265,",nn00589265,",",nn,",",origin,phase-data,",5.0,0.046,0.0776,235.59,ml,earthquake,"M 0.5 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.8986, 38.402, 6]"
5601,Feature,nn00589264,0.5,"28 km WSW of Hawthorne, Nevada",1486614266244,1530555916067,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589264,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589264&format=geojson,,,,,reviewed,0,4,nn,00589264,",nn00589264,",",nn,",",origin,phase-data,",6.0,0.041,0.1265,233.29,ml,earthquake,"M 0.5 - 28 km WSW of Hawthorne, Nevada",Point,"[-118.9041, 38.3971, 6.8]"
5602,Feature,hv61598721,1.82,"6 km SSE of Honaunau-Napoopoo, Hawaii",1486614208050,1594069350320,,https://earthquake.usgs.gov/earthquakes/eventpage/hv61598721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv61598721&format=geojson,,,,,reviewed,0,51,hv,61598721,",us20008ime,hv61598721,",",us,hv,",",origin,phase-data,",29.0,,0.12,135.0,md,earthquake,"M 1.8 - 6 km SSE of Honaunau-Napoopoo, Hawaii",Point,"[-155.8476667, 19.3973333, 13.2]"
5603,Feature,nn00577683,0.6,"26 km WSW of Hawthorne, Nevada",1486614004576,1530555915352,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577683,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577683&format=geojson,,,,,reviewed,0,6,nn,00577683,",nn00577683,",",nn,",",origin,phase-data,",8.0,0.069,0.1566,225.09,ml,earthquake,"M 0.6 - 26 km WSW of Hawthorne, Nevada",Point,"[-118.896, 38.4251, 7.2]"
5604,Feature,nc72762156,1.03,Northern California,1486613983880,1486616341395,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762156&format=geojson,,,,,automatic,0,16,nc,72762156,",nc72762156,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.0104,0.02,151.0,md,earthquake,M 1.0 - Northern California,Point,"[-122.8170013, 38.8046684, 2.88]"
5605,Feature,nn00589251,0.6,"28 km SSW of Hawthorne, Nevada",1486613967205,1530555915975,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589251,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589251&format=geojson,,,,,reviewed,0,6,nn,00589251,",nn00589251,",",nn,",",origin,phase-data,",6.0,0.095,0.059,127.07,ml,earthquake,"M 0.6 - 28 km SSW of Hawthorne, Nevada",Point,"[-118.7956, 38.3034, 7.9]"
5606,Feature,ak0171u7yg8l,1.0,"64 km ESE of McKinley Park, Alaska",1486613602772,1560871241172,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u7yg8l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u7yg8l&format=geojson,,,,,reviewed,0,15,ak,0171u7yg8l,",ak15246414,ak0171u7yg8l,",",ak,ak,",",associate,origin,phase-data,",,,0.61,,ml,earthquake,"M 1.0 - 64 km ESE of McKinley Park, Alaska",Point,"[-147.6637, 63.561, 1.6]"
5607,Feature,nn00577680,0.8,"28 km WSW of Hawthorne, Nevada",1486613406695,1530555915259,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577680,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577680&format=geojson,,,,,reviewed,0,10,nn,00577680,",nn00577680,",",nn,",",origin,phase-data,",6.0,0.04,0.0907,238.79,ml,earthquake,"M 0.8 - 28 km WSW of Hawthorne, Nevada",Point,"[-118.9085, 38.3949, 7.7]"
5608,Feature,nn00577679,0.8,"28 km WSW of Hawthorne, Nevada",1486613029590,1530555915173,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577679,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577679&format=geojson,,,,,reviewed,0,10,nn,00577679,",nn00577679,",",nn,",",origin,phase-data,",6.0,0.044,0.1732,240.6,ml,earthquake,"M 0.8 - 28 km WSW of Hawthorne, Nevada",Point,"[-118.9113, 38.3984, 6.8]"
5609,Feature,nn00589249,0.7,"27 km WSW of Hawthorne, Nevada",1486612847876,1530555915893,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589249,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589249&format=geojson,,,,,reviewed,0,8,nn,00589249,",nn00589249,",",nn,",",origin,phase-data,",6.0,0.047,0.115,199.8,ml,earthquake,"M 0.7 - 27 km WSW of Hawthorne, Nevada",Point,"[-118.8972, 38.4028, 6.2]"
5610,Feature,us20008imc,4.4,"13 km SW of El Coyul, Mexico",1486612663950,1494293071040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008imc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008imc&format=geojson,30.0,3.8,,,reviewed,0,309,us,20008imc,",us20008imc,",",us,",",dyfi,origin,phase-data,",,0.211,1.0,97.0,mb,earthquake,"M 4.4 - 13 km SW of El Coyul, Mexico",Point,"[-95.895, 15.8211, 10]"
5611,Feature,nn00577678,0.7,"26 km WSW of Hawthorne, Nevada",1486612392103,1530555915074,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577678,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577678&format=geojson,,,,,reviewed,0,8,nn,00577678,",nn00577678,",",nn,",",origin,phase-data,",8.0,0.049,0.0982,212.57,ml,earthquake,"M 0.7 - 26 km WSW of Hawthorne, Nevada",Point,"[-118.8838, 38.4044, 4.4]"
5612,Feature,nc72762151,2.24,California-Nevada border region,1486612019750,1486663563690,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762151&format=geojson,0.0,1.0,,,reviewed,0,77,nc,72762151,",nc72762151,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.05845,0.06,112.0,md,earthquake,M 2.2 - California-Nevada border region,Point,"[-118.8311667, 37.5315, 5.27]"
5613,Feature,mb80198859,0.31,"11 km NNW of Dillon, Montana",1486611973160,1486674400690,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80198859,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80198859&format=geojson,,,,,reviewed,0,1,mb,80198859,",mb80198859,",",mb,",",origin,phase-data,",5.0,0.092,0.08,174.0,ml,earthquake,"M 0.3 - 11 km NNW of Dillon, Montana",Point,"[-112.702, 45.308, 3.21]"
5614,Feature,ci37580095,1.12,"4km WSW of Yucaipa, CA",1486611174540,1486650434499,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37580095,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37580095&format=geojson,,,,,reviewed,0,19,ci,37580095,",ci37580095,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.1399,0.19,56.0,ml,earthquake,"M 1.1 - 4km WSW of Yucaipa, CA",Point,"[-117.081, 34.0221667, 17.01]"
5615,Feature,ak0171u7gito,0.3,"28 km SE of Minto, Alaska",1486610998208,1560871240662,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u7gito,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u7gito&format=geojson,,,,,reviewed,0,1,ak,0171u7gito,",ak15245659,ak0171u7gito,",",ak,ak,",",associate,origin,phase-data,",,,0.45,,ml,earthquake,"M 0.3 - 28 km SE of Minto, Alaska",Point,"[-148.9775, 64.947, 17.5]"
5616,Feature,nn00577674,-0.3,"45 km ESE of Beatty, Nevada",1486610862518,1530555913538,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577674,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577674&format=geojson,,,,,reviewed,0,0,nn,00577674,",nn00577674,",",nn,",",origin,phase-data,",9.0,0.057,0.0903,174.21,ml,earthquake,"M -0.3 - 45 km ESE of Beatty, Nevada",Point,"[-116.3168, 36.6998, 8.1]"
5617,Feature,ci37580087,1.52,"38km ESE of Johannesburg, CA",1486610862370,1486650479960,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37580087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37580087&format=geojson,,,,,reviewed,0,36,ci,37580087,",ci37580087,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",14.0,0.1942,0.15,113.0,ml,earthquake,"M 1.5 - 38km ESE of Johannesburg, CA",Point,"[-117.268, 35.2043333, 2.51]"
5618,Feature,nc72762146,0.52,"6 km W of Cobb, California",1486610831120,1486612863260,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762146&format=geojson,,,,,automatic,0,4,nc,72762146,",nc72762146,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.006928,0.03,92.0,md,earthquake,"M 0.5 - 6 km W of Cobb, California",Point,"[-122.8014984, 38.8251648, 2.37]"
5619,Feature,us20008l50,4.3,"122 km E of Kuril’sk, Russia",1486610644730,1494293071040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008l50,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008l50&format=geojson,,,,,reviewed,0,284,us,20008l50,",us20008l50,",",us,",",origin,phase-data,",,4.979,0.93,186.0,mb,earthquake,"M 4.3 - 122 km E of Kuril’sk, Russia",Point,"[149.4334, 45.1643, 124.37]"
5620,Feature,nn00589247,0.7,"29 km SW of Hawthorne, Nevada",1486610615728,1530555915810,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589247&format=geojson,,,,,reviewed,0,8,nn,00589247,",nn00589247,",",nn,",",origin,phase-data,",5.0,0.011,0.0941,219.93,ml,earthquake,"M 0.7 - 29 km SW of Hawthorne, Nevada",Point,"[-118.8933, 38.3674, 7.2]"
5621,Feature,nc72762141,1.21,"11 km ESE of East Foothills, California",1486610506230,1487071561505,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762141&format=geojson,,,,,reviewed,0,23,nc,72762141,",nc72762141,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.04507,0.03,96.0,md,earthquake,"M 1.2 - 11 km ESE of East Foothills, California",Point,"[-121.6976667, 37.3315, 6.45]"
